"codigo","segunda_categoria","tercera_categoria","distribuidora","date","consumo_ubm","consumo_normalizado"
ZB563,MOVIL,O&M,CGED,2022-08-01 00:00:00.000,3534.0,3320.2606060606063
VA758,MOVIL,O&M,LITORAL,2022-06-01 00:00:00.000,5543.0,5495.37816091954
AR222,MOVIL,O&M,FRONTEL,2024-11-01 00:00:00.000,489.0,525.3755760368664
ZB508,MOVIL,O&M,FRONTEL,2023-05-01 00:00:00.000,2294.0,1128.7936507936508
ESTAR001,MOVIL,O&M,FRONTEL,2025-01-01 00:00:00.000,11755.0,13018.047619047618
TA088,MOVIL,O&M,CGED,2025-01-01 00:00:00.000,5941.0,5384.721212121212
SA288,MOVIL,O&M,TIL TIL,2020-09-01 00:00:00.000,3774.0,4038.310344827586
FN429,MOVIL,O&M,CHILQUINTA,2024-10-01 00:00:00.000,1792.0,1683.1515151515152
TL067,MOVIL,O&M,CGED,2021-12-01 00:00:00.000,4984.0,5158.533333333333
TL067,MOVIL,O&M,CGED,2024-07-01 00:00:00.000,5719.0,5652.1612903225805
ZB563,MOVIL,O&M,CGED,2022-09-01 00:00:00.000,3226.0,3225.6095238095236
ZB051,MOVIL,O&M,CGED,2025-08-01 00:00:00.000,4737.0,2368.5
SA288,MOVIL,O&M,TIL TIL,2020-11-01 00:00:00.000,3593.0,3523.733870967742
RS297,FIJA,O&M,ENEL DISTRIBUCION,2020-10-01 00:00:00.000,9185.0,4751.8125
RM798,FIJA,O&M,ENEL DISTRIBUCION,2022-07-01 00:00:00.000,4322.0,4620.661637931034
ZB492,MOVIL,O&M,FRONTEL,2023-05-01 00:00:00.000,1379.0,1469.551724137931
ZR047,MOVIL,O&M,SAESA,2023-05-01 00:00:00.000,1499.0,1497.541935483871
LA632,MOVIL,O&M,SAESA,2024-07-01 00:00:00.000,3838.0,3838.0
ZL614,MOVIL,O&M,SAESA,2025-06-01 00:00:00.000,1525.0,1528.450980392157
MA982,MOVIL,O&M,CGED,2022-10-01 00:00:00.000,6639.0,7349.097926267281
ZE014,MOVIL,O&M,FRONTEL,2022-05-01 00:00:00.000,1943.0,2095.46875
TL067,MOVIL,O&M,CGED,2024-10-01 00:00:00.000,5880.0,5883.612903225807
TL067,MOVIL,O&M,CGED,2025-02-01 00:00:00.000,5866.0,5503.956989247312
ZU188,MOVIL,O&M,CGED,2020-02-01 00:00:00.000,571.0,530.6359447004608
TL067,MOVIL,O&M,CGED,2025-03-01 00:00:00.000,5159.0,5824.583333333333
ZB563,MOVIL,O&M,CGED,2023-04-01 00:00:00.000,3090.0,3181.7715517241377
ZB563,MOVIL,O&M,CGED,2025-08-01 00:00:00.000,3024.0,3130.36875
ZB563,MOVIL,O&M,CGED,2025-09-01 00:00:00.000,3285.0,2977.03125
FN730,MOVIL,O&M,CGED,2020-09-01 00:00:00.000,659.0,674.3770114942529
ZV427,MOVIL,O&M,CHILQUINTA,2024-07-01 00:00:00.000,1017.0,1051.0333333333333
ZT500,MOVIL,O&M,COOPERSOL,2024-04-01 00:00:00.000,387.0,393.06774193548387
ZU045,MOVIL,O&M,CGED,2020-11-01 00:00:00.000,2676.0,2636.494623655914
VA768,MOVIL,O&M,CHILQUINTA,2023-01-01 00:00:00.000,7037.0,7768.55069124424
VA897,MOVIL,O&M,CHILQUINTA,2024-10-01 00:00:00.000,3496.0,1720.2539682539682
BI078,MOVIL,O&M,FRONTEL,2023-07-01 00:00:00.000,3314.0,3210.4375
PM207,MOVIL,O&M,SAESA,2025-08-01 00:00:00.000,5400.0,4521.320564516129
TL121,MOVIL,O&M,CGED,2022-05-01 00:00:00.000,4236.0,3907.125
MA608,MOVIL,O&M,CGED,2024-10-01 00:00:00.000,167.0,182.15322580645162
MA181,MOVIL,O&M,CGED,2025-07-01 00:00:00.000,12520.0,
ZB752,MOVIL,O&M,FRONTEL,2024-02-01 00:00:00.000,2456.0,2517.6256157635466
ZL134,TRANSITORIO,TRANSITORIO,SAESA,2024-07-01 00:00:00.000,1773.0,1773.0
ESTAY005,MOVIL,O&M,EDELAYSEN,2020-12-01 00:00:00.000,3450.0,3294.5
ZR026,MOVIL,O&M,SAESA,2024-10-01 00:00:00.000,2708.0,1311.6875
RP963,FIJA,O&M,FRONTEL,2025-01-01 00:00:00.000,423.0,202.5921052631579
CC365,MOVIL,O&M,FRONTEL,2024-11-01 00:00:00.000,873.0,847.8912037037037
TE000,MOVIL,O&M,FRONTEL,2024-11-01 00:00:00.000,11112.0,5650.169491525423
VR284,MOVIL,O&M,CHILQUINTA,2024-10-01 00:00:00.000,3661.0,3643.5806451612902
RM958,MOVIL,O&M,ENEL DISTRIBUCION,2023-09-01 00:00:00.000,7203.0,6523.831168831169
FS793,FIJA,O&M,SOCOEPA,2023-11-01 00:00:00.000,3032.0,3032.0
OH484,MOVIL,O&M,CGED,2020-03-01 00:00:00.000,2078.0,2239.5172413793107
AI401,MOVIL,O&M,EDELAYSEN,2021-04-01 00:00:00.000,6075.0,6060.4
RM958,MOVIL,O&M,ENEL DISTRIBUCION,2023-02-01 00:00:00.000,6179.0,6028.1921182266005
AR030,MOVIL,O&M,CGED,2022-10-01 00:00:00.000,20.0,10.0
VO018,MOVIL,O&M,CGED,2025-02-01 00:00:00.000,1550.0,1445.978494623656
VO018,MOVIL,O&M,CGED,2025-06-01 00:00:00.000,1584.0,1548.7924731182795
ZU009,MOVIL,O&M,CGED,2025-06-01 00:00:00.000,1.0,1.1245828698553948
ZU195,MOVIL,O&M,CEC,2021-07-01 00:00:00.000,2113.0,2113.0
ZU009,MOVIL,O&M,CGED,2025-07-01 00:00:00.000,2.0,1.826541274817137
FN730,MOVIL,O&M,CGED,2022-01-01 00:00:00.000,945.0,999.7063740856844
URARM011,FIJA,O&M,ENEL DISTRIBUCION,2024-11-01 00:00:00.000,20520.0,18318.525345622118
AM932,MOVIL,O&M,ENEL DISTRIBUCION,2023-08-01 00:00:00.000,1739.0,1650.4190177638452
ONUBI005,MOVIL,O&M,CGED,2024-03-01 00:00:00.000,913.0,1000.9655172413793
RM202,MOVIL,O&M,ENEL DISTRIBUCION,2024-10-01 00:00:00.000,291.0,270.93939393939394
ZU009,MOVIL,O&M,CGED,2025-08-01 00:00:00.000,1.0,1.1734587251828632
TL116,MOVIL,O&M,CGED,2020-06-01 00:00:00.000,1761.0,1822.7063740856845
ZR063,MOVIL,O&M,SAESA,2024-05-01 00:00:00.000,1186.0,1262.0387931034481
ESTAR006,MOVIL,O&M,FRONTEL,2025-01-01 00:00:00.000,630.0,593.7899686520376
ESTBI008,FIJA,O&M,FRONTEL,2024-10-01 00:00:00.000,1790.0,2514.5
TL116,MOVIL,O&M,CGED,2021-02-01 00:00:00.000,1651.0,1647.544642857143
RM958,MOVIL,O&M,ENEL DISTRIBUCION,2024-08-01 00:00:00.000,6318.0,6287.287390029326
MA979,MOVIL,O&M,CGED,2020-04-01 00:00:00.000,5178.0,4902.213166144201
ESTBI008,FIJA,O&M,FRONTEL,2024-11-01 00:00:00.000,2385.0,2472.0967741935483
LA541,MOVIL,O&M,SAESA,2024-07-01 00:00:00.000,3488.0,3488.0
ZE207,MOVIL,O&M,FRONTEL,2021-11-01 00:00:00.000,3449.0,1740.6268361581922
VO018,MOVIL,O&M,CGED,2025-07-01 00:00:00.000,642.0,885.0967741935484
CC298,MOVIL,O&M,CGED,2021-10-01 00:00:00.000,1804.0,1930.625
TL071,MOVIL,O&M,LUZ PARRAL,2023-06-01 00:00:00.000,10899.0,
RM958,MOVIL,O&M,ENEL DISTRIBUCION,2024-09-01 00:00:00.000,6613.0,6043.097402597403
VR005,MOVIL,O&M,CHILQUINTA,2024-10-01 00:00:00.000,8800.0,8772.086693548386
BI413,MOVIL,O&M,FRONTEL,2022-03-01 00:00:00.000,101.0,256.89655172413796
RM405,MOVIL,O&M,CGED,2023-11-01 00:00:00.000,2846.0,2502.8568443051204
RM958,MOVIL,O&M,ENEL DISTRIBUCION,2024-10-01 00:00:00.000,5757.0,6297.175324675325
AR021,MOVIL,O&M,CGED,2020-06-01 00:00:00.000,6623.0,3425.689655172414
RM811,MOVIL,O&M,ENEL DISTRIBUCION,2022-09-01 00:00:00.000,3195.0,2914.918831168831
ZE207,MOVIL,O&M,FRONTEL,2022-03-01 00:00:00.000,4491.0,2270.2040353089533
ZB502,MOVIL,O&M,FRONTEL,2022-07-01 00:00:00.000,4775.0,2350.5230024213074
RM958,MOVIL,O&M,ENEL DISTRIBUCION,2025-03-01 00:00:00.000,5784.0,6021.6
VR012,MOVIL,O&M,CGED,2025-04-01 00:00:00.000,1181.0,2164.3229166666665
ESTAR004,MOVIL,O&M,FRONTEL,2025-01-01 00:00:00.000,725.0,676.0835945663532
RM405,MOVIL,O&M,CGED,2023-12-01 00:00:00.000,1277.0,1707.476489028213
RM405,MOVIL,O&M,CGED,2024-01-01 00:00:00.000,4278.0,3933.0407523510967
ZL568,MOVIL,O&M,SAESA,2024-08-01 00:00:00.000,1334.0,1426.774193548387
RM405,MOVIL,O&M,CGED,2024-02-01 00:00:00.000,2517.0,2527.8423645320195
RM405,MOVIL,O&M,CGED,2024-03-01 00:00:00.000,2582.0,2824.990783410138
AS803,MOVIL,O&M,CGED,2024-06-01 00:00:00.000,1406.0,1385.8
CC064,MOVIL,O&M,CGED,2020-02-01 00:00:00.000,2060.0,2129.9821428571427
AR556,MOVIL,O&M,FRONTEL,2024-11-01 00:00:00.000,379.0,189.5
ZE207,MOVIL,O&M,FRONTEL,2022-07-01 00:00:00.000,4334.0,2132.603174603175
RM405,MOVIL,O&M,CGED,2024-04-01 00:00:00.000,2650.0,2574.5806451612902
FN527,MOVIL,O&M,CGED,2020-08-01 00:00:00.000,844.0,888.8731182795699
ZL614,MOVIL,O&M,SAESA,2023-09-01 00:00:00.000,1690.0,1584.375
RM372,MOVIL,O&M,CGED,2024-11-01 00:00:00.000,4060.0,4002.7000000000003
ZS511,MOVIL,O&M,CGED,2020-08-01 00:00:00.000,611.0,653.3991640543366
PEND272,MOVIL,O&M,ENEL DISTRIBUCION,2024-03-01 00:00:00.000,3424.0,1783.5407326407874
ESTAR003,MOVIL,O&M,FRONTEL,2022-07-01 00:00:00.000,525.0,541.9375
FN730,MOVIL,O&M,CGED,2023-01-01 00:00:00.000,1215.0,1317.146290491118
OH830,MOVIL,O&M,CGED,2020-12-01 00:00:00.000,4360.0,4573.729166666667
MA979,MOVIL,O&M,CGED,2022-05-01 00:00:00.000,6262.0,6504.029131652661
CC064,MOVIL,O&M,CGED,2025-03-01 00:00:00.000,4013.0,4307.477832512315
VA184,MOVIL,O&M,CHILQUINTA,2024-10-01 00:00:00.000,8514.0,8234.691532258064
FN658,MOVIL,O&M,LUZ PARRAL,2024-10-01 00:00:00.000,1496.0,1449.25
RM405,MOVIL,O&M,CGED,2024-05-01 00:00:00.000,2816.0,2719.9310344827586
FN730,MOVIL,O&M,CGED,2023-03-01 00:00:00.000,1136.0,1139.8576195773082
VR261,MOVIL,O&M,CHILQUINTA,2024-10-01 00:00:00.000,171.0,161.9090909090909
SA560,FIJA,O&M,ENEL DISTRIBUCION,2023-01-01 00:00:00.000,5365.0,5863.25
RM405,MOVIL,O&M,CGED,2024-06-01 00:00:00.000,2474.0,2532.9780564263324
ZL614,MOVIL,O&M,SAESA,2025-08-01 00:00:00.000,1564.0,1563.6483870967743
PM055,MOVIL,O&M,SOCOEPA,2021-04-01 00:00:00.000,2038.0,2038.0
BI310,MOVIL,O&M,COPELEC,2022-06-01 00:00:00.000,3640.0,3640.0
OH830,MOVIL,O&M,CGED,2024-03-01 00:00:00.000,5483.0,6168.0625
BI414,MOVIL,O&M,FRONTEL,2022-04-01 00:00:00.000,6075.0,5695.3125
ZE000,MOVIL,O&M,FRONTEL,2025-01-01 00:00:00.000,421.0,396.18495297805646
AR021,MOVIL,O&M,CGED,2021-08-01 00:00:00.000,7682.0,3841.0
ZB154,MOVIL,O&M,CGED,2025-08-01 00:00:00.000,1778.0,1764.8387096774193
ZE207,MOVIL,O&M,FRONTEL,2023-03-01 00:00:00.000,4183.0,2125.7868852459014
AI473,MOVIL,O&M,EDELAYSEN,2021-06-01 00:00:00.000,6279.0,3247.758620689655
VA764,MOVIL,O&M,CGED,2025-04-01 00:00:00.000,7238.0,6823.858333333334
AM932,MOVIL,O&M,ENEL DISTRIBUCION,2023-09-01 00:00:00.000,1772.0,1868.2608453837597
ESTAY005,MOVIL,O&M,EDELAYSEN,2023-02-01 00:00:00.000,4455.0,4298.852216748768
LA540,MOVIL,O&M,LUZ OSORNO,2023-11-01 00:00:00.000,5683.0,5683.0
ZE107,MOVIL,O&M,FRONTEL,2023-05-01 00:00:00.000,3552.0,3661.4206896551727
ZL409,FIJA,O&M,SAESA,2023-07-01 00:00:00.000,1275.0,996.3230337078652
RM300,MOVIL,O&M,ENEL DISTRIBUCION,2022-01-01 00:00:00.000,4036.0,3913.8928571428573
ZL614,MOVIL,O&M,SAESA,2025-07-01 00:00:00.000,1503.0,1554.5666666666666
PM055,MOVIL,O&M,SOCOEPA,2022-05-01 00:00:00.000,2687.0,2687.0
CO391,MOVIL,O&M,CGED,2022-10-01 00:00:00.000,380.0,421.25
RA344,MOVIL,O&M,CGED,2020-03-01 00:00:00.000,2368.0,2210.133333333333
ESTAY005,MOVIL,O&M,EDELAYSEN,2021-03-01 00:00:00.000,3495.0,3293.476489028213
ZL575,FIJA,O&M,SAESA,2025-06-01 00:00:00.000,1291.0,1210.3125
RM405,MOVIL,O&M,CGED,2024-07-01 00:00:00.000,2598.0,2439.2242424242427
ZE107,MOVIL,O&M,FRONTEL,2023-09-01 00:00:00.000,2991.0,3437.9803921568628
RM158,MOVIL,O&M,ENEL DISTRIBUCION,2020-08-01 00:00:00.000,6774.0,7238.181818181818
VR538,MOVIL,O&M,CHILQUINTA,2024-08-01 00:00:00.000,5878.0,6517.152380952381
AR867,MOVIL,O&M,CGED,2022-03-01 00:00:00.000,4484.0,4623.217204301075
RM300,MOVIL,O&M,ENEL DISTRIBUCION,2022-06-01 00:00:00.000,3972.0,3972.979310344828
ZL426,MOVIL,O&M,SAESA,2023-09-01 00:00:00.000,1166.0,1168.2833333333333
ZE207,MOVIL,O&M,FRONTEL,2023-09-01 00:00:00.000,3990.0,2063.793103448276
RM405,MOVIL,O&M,CGED,2025-07-01 00:00:00.000,17198.0,2498.2699530516434
RM405,MOVIL,O&M,CGED,2025-08-01 00:00:00.000,2375.0,2386.532258064516
RM158,MOVIL,O&M,ENEL DISTRIBUCION,2020-09-01 00:00:00.000,7058.0,7058.0
OH830,MOVIL,O&M,CGED,2024-09-01 00:00:00.000,5407.0,5838.674107142857
VR538,MOVIL,O&M,CHILQUINTA,2024-10-01 00:00:00.000,6462.0,6446.915322580645
VR508,MOVIL,O&M,CHILQUINTA,2022-09-01 00:00:00.000,2000.0,1730.5747126436781
FN730,MOVIL,O&M,CGED,2023-07-01 00:00:00.000,1104.0,1172.7370689655172
AR021,MOVIL,O&M,CGED,2023-04-01 00:00:00.000,19190.0,4837.81512605042
AR099,FIJA,O&M,FRONTEL,2025-01-01 00:00:00.000,2919.0,2651.1222570532914
LA665,MOVIL,O&M,LUZ OSORNO,2024-02-01 00:00:00.000,2989.0,1375.888888888889
BI943,MOVIL,O&M,FRONTEL,2024-10-01 00:00:00.000,6746.0,6244.392156862746
MA581,MOVIL,O&M,CGED,2022-02-01 00:00:00.000,6969.0,3307.322033898305
VR683,MOVIL,O&M,CHILQUINTA,2020-07-01 00:00:00.000,3637.0,3637.1673387096776
RM300,MOVIL,O&M,ENEL DISTRIBUCION,2022-09-01 00:00:00.000,3940.0,4036.4827586206898
OH830,MOVIL,O&M,CGED,2025-01-01 00:00:00.000,6582.0,6257.951515151515
TA290,MOVIL,O&M,CGED,2024-11-01 00:00:00.000,4787.0,4553.928879310345
AR867,MOVIL,O&M,CGED,2024-07-01 00:00:00.000,4706.0,4422.639498432602
